-2.509197623052750181e-01,8.538240484917877446e-03
9.014286128198323311e-01,1.724387551546515462e+00
4.639878836228101822e-01,2.175925479564397413e+00
1.973169683940732000e-01,1.142783381781030949e-01
-6.879627191151269638e-01,0.000000000000000000e+00
-6.880109593275947066e-01,0.000000000000000000e+00
-8.838327756636010779e-01,0.000000000000000000e+00
7.323522915498703600e-01,1.727535167796696580e-01
2.022300234864176094e-01,0.000000000000000000e+00
4.161451555920909762e-01,4.168510313929709721e-01
-9.588310114083951063e-01,4.986897230644005141e-02
9.398197043239886472e-01,5.140406302776503455e-01
6.648852816008434807e-01,4.121690730803958758e+00
-5.753217786434476899e-01,6.603684905343017997e-01
-6.363500655857987631e-01,1.605421805236891153e+00
-6.331909802931323661e-01,0.000000000000000000e+00
-3.915155140809245538e-01,1.351590334053675901e+00
4.951286326447568165e-02,0.000000000000000000e+00
-1.361099627157684733e-01,1.934802587875459112e+00
-4.175417196039161727e-01,3.163874751580815214e-01
2.237057894447589401e-01,3.008701512828361402e+00
-7.210122786959163310e-01,0.000000000000000000e+00
-4.157107029295636913e-01,7.164657267695568876e-01
-2.672763134126165951e-01,0.000000000000000000e+00
-8.786003156592814278e-02,1.196945034682885822e+00
5.703519227860271990e-01,4.745812879139065465e+00
-6.006524356832805278e-01,0.000000000000000000e+00
2.846887682722321067e-02,1.308774020556054740e+00
1.848291377240849354e-01,2.183099787073246478e+00
-9.070991745600045508e-01,0.000000000000000000e+00
2.150897038028767305e-01,1.284352311260239743e+00
-6.589517526254169422e-01,0.000000000000000000e+00
-8.698968140294409679e-01,0.000000000000000000e+00
8.977710745066664888e-01,4.697117108263063834e+00
9.312640661491187188e-01,4.231642812158790123e-01
6.167946962329222682e-01,4.069568607331374821e+00
-3.907724616532586293e-01,2.256958469792441080e-01
-8.046557719872322600e-01,2.634336568771956655e-01
3.684660530243137888e-01,5.425544456947682948e-01
-1.196950125207973947e-01,6.262521837376119338e-01
-7.559235303104423487e-01,0.000000000000000000e+00
-9.646179777459629179e-03,0.000000000000000000e+00
-9.312229577695632088e-01,5.087267675341524548e-02
8.186408041575641281e-01,5.405504416159514491e-01
-4.824400367999661654e-01,2.369825688691720167e-01
3.250445687079639434e-01,0.000000000000000000e+00
-3.765778478211780911e-01,1.887591021605493413e+00
4.013604235562162614e-02,9.207452852204324190e-01
9.342055868655929629e-02,0.000000000000000000e+00
-6.302910889489459212e-01,0.000000000000000000e+00
9.391692555291171196e-01,1.029783287208752451e+00
5.502656467222291070e-01,0.000000000000000000e+00
8.789978831283782323e-01,3.800898253775310209e+00
7.896547008552976532e-01,1.040593595025591789e+00
1.957999576221702842e-01,0.000000000000000000e+00
8.437484700462336562e-01,8.478977477573100829e-01
-8.230149958961610057e-01,8.848927031551651057e-01
-6.080342751617096031e-01,5.852465419932629809e-01
-9.095454221789238680e-01,9.181225651282369504e-03
-3.493393384734713170e-01,8.946621447486936551e-01
-2.226454206210359832e-01,4.960688242929240377e-01
-4.573019364522081798e-01,0.000000000000000000e+00
6.574750183038586826e-01,1.784155089660612870e+00
-2.864933466128214423e-01,0.000000000000000000e+00
-4.381309806252384753e-01,6.574007313084880844e-01
8.539216631649693134e-02,8.369463915856338865e-01
-7.181515500504747074e-01,5.376981076534171899e-01
6.043939615080793359e-01,7.478024356921998406e-01
-8.508987126404583545e-01,0.000000000000000000e+00
9.737738732010345899e-01,1.324439465888836542e+00
5.444895385933148368e-01,5.394786556655994936e+00
-6.025686369316551882e-01,2.403227272335703088e-02
-9.889557657527952017e-01,0.000000000000000000e+00
6.309228569096683170e-01,2.380728997699531835e+00
4.137146876952342289e-01,1.374180240406067954e-01
4.580143360819746157e-01,0.000000000000000000e+00
5.425406933718914804e-01,8.390853267198330467e-01
-8.519106965318192781e-01,4.162291321569855373e-01
-2.830685429114547791e-01,9.966763432597849914e-02
-7.682618809497405721e-01,0.000000000000000000e+00
7.262068517511870436e-01,2.239694314589514956e+00
2.465962536551158379e-01,2.971803940736853722e+00
-3.382039502947016274e-01,3.823425564066342819e-01
-8.728832994279527302e-01,3.713044704235634041e-01
-3.780353565686755957e-01,1.164147978957786433e+00
-3.496333559465059082e-01,3.313214719384962037e-01
4.592123566761281417e-01,6.662802992047868189e-01
2.751149427104262468e-01,1.617214371275351059e+00
7.744254851526530814e-01,2.813957773721424971e+00
-5.557014967610141021e-02,1.010159604487000373e-01
-7.608115081233965959e-01,6.021085253855902319e-01
4.264895744459900051e-01,9.832066076023342482e-01
5.215700972337948826e-01,5.127568437496273113e+00
1.225543951389924668e-01,3.794695414018639523e-01
5.419343599091219765e-01,1.619915012456194736e+00
-1.240880727121851379e-02,3.223343873212348942e+00
4.546565876398811490e-02,8.216098462350925891e-01
-1.449179632829007414e-01,7.684530750220941453e-01
-9.491617465118096231e-01,0.000000000000000000e+00
-7.842171460133910976e-01,2.199272358329630583e-02
-9.371416286265314977e-01,7.767799210288012235e-01
2.728208225275607912e-01,3.076873901513083598e-01
-3.712880378473466525e-01,1.381120139375778155e+00
1.714138232940554118e-02,2.372337051669541896e+00
8.151329478521860405e-01,4.633396529992246826e+00
-5.014155417022501116e-01,2.465521594481369927e-01
-1.792341539287405361e-01,2.326199869610786841e+00
5.111022770860973452e-01,1.608716572727411087e-01
-5.424036690167550745e-01,1.709229045103207056e+00
-8.460401803424140166e-01,0.000000000000000000e+00
-4.204970941724639477e-01,2.320067685682225822e-01
-6.775574254919911610e-01,4.512223699991414066e-02
8.593953046851461330e-01,2.420610954079069010e+00
6.162407591288339148e-01,2.144848414669707770e-01
