5.312297786803021893e-01,7.581665803492546596e-01,-6.046641215674752184e-02,9.418827171637443874e-01,-7.497323397846754611e-01
-3.973695516635398217e-01,-7.496365885312888944e-01,-4.797660961983251093e-01,-1.036266438640269572e+00,1.057646601174878354e-01
5.996670125640247706e-01,3.426550599061819469e-01,-2.877975661551961939e-01,-9.828399725209089333e-01,-2.153396932704479960e-01
-1.418560433732418469e+00,-1.124226519839816252e+00,3.021133675377738914e+00,1.391158159856613341e-01,1.308148114774497994e+00
-1.348781293301956286e+00,-9.825748651433144909e-01,3.312454339390563884e+00,-4.650690604442498516e-02,1.209707364100824023e+00
1.501283194062397464e-01,2.002164515724775273e-01,-1.446631358598752526e-01,7.069432571773254237e-01,-6.747298630809225317e-01
1.285381257947989075e+00,1.809536639652180812e+00,-1.776395641226480526e+00,-5.526884247906737047e-01,-9.559891507199901328e-01
1.520214903627429059e+00,1.220895319024494219e+00,-6.885739709820833943e-01,-1.553407232487925116e+00,-9.331368335993167618e-01
7.539862654390850905e-01,7.558057194376461840e-01,-5.791182301680020128e-01,1.487051816993927300e-01,-8.188752479959464647e-01
-1.182384881506238994e+00,-1.104552678909746621e+00,-1.350360219288659014e+00,9.562667657343409955e-01,1.456395197634257954e+00
-1.627897855023805018e+00,-9.951661233385593608e-01,3.268385168776515304e-01,3.493969069939130145e-01,1.694293678428965499e+00
-3.195389719526399719e-01,-8.487927468188400937e-01,1.365826087374240716e+00,2.343245184291370964e-01,3.348737881734759059e-01
8.224234993228077828e-01,-5.017461928124103965e-01,-1.614737931716488495e+00,-4.163824407169200437e-01,-6.975821802015992334e-01
3.581238341508865552e-01,-5.017461928124103965e-01,-1.547380552753971017e+00,9.343482155315269155e-01,-8.294224712824118662e-01
-9.166873852517869459e-01,-1.234400029048207115e+00,9.178995172736066355e-01,7.185874869725706882e-01,7.643801586723034669e-01
-1.585101863438813097e-01,6.133671111039417090e-01,1.111551981790796617e+00,6.343380596305020491e-01,-1.086955467073021653e-01
1.698688474343803545e+00,9.549049896499518519e-01,-6.161647885973828842e-01,-6.431024443772832555e-01,-1.519093682847372895e+00
2.615065627856315023e-01,9.879570424124691774e-01,-4.025919846799610319e-02,-1.309563361481613564e+00,-2.065503405317284658e-01
4.896306757313729774e-01,-4.348551336501732534e-01,8.269670556742156897e-01,1.404857253733369782e-01,-7.784442253978307580e-01
-4.309172153320312004e-01,-3.823050049996764427e-02,3.605172063588911180e-01,-6.951590011089682219e-01,4.526511148723346700e-01
